name,agg_master_class,master_class,detection_count,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*,ra,dec
2CXO J104423.2-595938,YSO,YSO,8,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.246±0.425,0.0±0.0,0.502±0.49,0.0±0.0,0.252±0.419,161.09692392556485,-59.99392734701212
2CXO J031921.1+413119,YSO,YSO,8,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.103±0.272,0.184±0.315,0.0±0.0,0.489±0.401,0.021±0.048,0.204±0.32,49.83795055064252,41.522065870509145
2CXO J123048.2+122335,AGN,QSO,8,0.372±0.331,0.146±0.215,0.219±0.263,0.064±0.127,0.114±0.212,0.054±0.083,0.03±0.054,0.0±0.0,0.0±0.0,0.0±0.001,187.70094084374105,12.39308328143321
2CXO J150148.8+014403,Seyfert,Seyfert_1,8,0.268±0.338,0.144±0.201,0.384±0.422,0.027±0.073,0.034±0.086,0.002±0.006,0.127±0.302,0.001±0.001,0.001±0.003,0.011±0.025,225.4535613528876,1.7344408713192
2CXO J123048.8+122330,YSO,TTau*,8,0.021±0.035,0.005±0.009,0.214±0.348,0.011±0.03,0.094±0.159,0.096±0.248,0.0±0.0,0.041±0.081,0.337±0.334,0.18±0.313,187.7037126220279,12.391899290816475
2CXO J010532.9-721331,YSO,Orion_V*,8,0.005±0.012,0.021±0.034,0.075±0.2,0.039±0.102,0.209±0.295,0.038±0.082,0.003±0.005,0.127±0.242,0.095±0.184,0.388±0.391,16.38743955979453,-72.2253732064976
2CXO J151631.7+065852,AGN,QSO,8,0.502±0.311,0.124±0.218,0.175±0.264,0.07±0.131,0.002±0.003,0.001±0.001,0.012±0.032,0.002±0.006,0.003±0.007,0.109±0.269,229.13220588470904,6.981372794896322
2CXO J053521.3-052345,YSO,Orion_V*,8,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.004,0.0±0.0,0.0±0.0,0.183±0.251,0.204±0.295,0.611±0.329,83.83901654362745,-5.395902434787187
2CXO J195922.8+404425,XB,HMXB,8,0.001±0.001,0.098±0.135,0.001±0.003,0.06±0.156,0.534±0.197,0.048±0.05,0.003±0.005,0.234±0.239,0.007±0.018,0.015±0.032,299.8450823828034,40.74036126960771
2CXO J195932.9+404340,XB,HMXB,8,0.0±0.0,0.032±0.045,0.008±0.019,0.125±0.322,0.394±0.236,0.195±0.163,0.046±0.068,0.031±0.038,0.03±0.069,0.138±0.242,299.8874875975873,40.72788286928561
2CXO J155614.5+662319,AGN,QSO,8,0.352±0.223,0.2±0.204,0.265±0.347,0.0±0.001,0.023±0.055,0.034±0.076,0.002±0.004,0.05±0.131,0.014±0.024,0.06±0.158,239.06050282153467,66.38875415644347
2CXO J132530.8-430041,XB,HMXB,8,0.003±0.008,0.034±0.089,0.009±0.025,0.0±0.0,0.927±0.157,0.023±0.033,0.0±0.0,0.003±0.006,0.0±0.0,0.001±0.001,201.3785412006,-43.0116322765
2CXO J132531.5-430033,AGN,QSO,8,0.494±0.301,0.145±0.243,0.019±0.029,0.015±0.036,0.172±0.298,0.063±0.08,0.081±0.147,0.007±0.016,0.0±0.0,0.005±0.008,201.3815045488668,-43.009228493128255
2CXO J053833.4-691158,XB,HMXB,8,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.993±0.015,0.0±0.0,0.0±0.0,0.002±0.005,0.0±0.0,0.005±0.01,84.63946414151485,-69.19969742999989
2CXO J053514.9-052339,YSO,Orion_V*,8,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.007±0.014,0.005±0.006,0.0±0.0,0.138±0.118,0.043±0.039,0.807±0.164,83.81227237325032,-5.394178629695118
2CXO J095524.2+690957,XB,HMXB,8,0.0±0.0,0.003±0.005,0.255±0.401,0.057±0.15,0.319±0.321,0.178±0.336,0.189±0.306,0.0±0.0,0.0±0.0,0.0±0.0,148.85122684728935,69.1660059094618
2CXO J004239.5+411428,YSO,YSO,8,0.007±0.017,0.04±0.094,0.0±0.0,0.0±0.0,0.142±0.241,0.011±0.027,0.008±0.012,0.357±0.294,0.168±0.273,0.267±0.218,10.664744215640669,41.24124226351015
2CXO J033336.3-360825,Seyfert,Seyfert_2,7,0.0±0.0,0.086±0.206,0.059±0.143,0.855±0.349,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,53.40151179434321,-36.140406310316266
2CXO J232333.8+585005,XB,LMXB,7,0.0±0.0,0.279±0.442,0.006±0.015,0.007±0.017,0.135±0.331,0.572±0.495,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.001,350.89123878041903,58.83483913490931
2CXO J141309.9-652020,Seyfert,Seyfert_2,7,0.0±0.0,0.029±0.042,0.015±0.036,0.814±0.337,0.0±0.0,0.142±0.347,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,213.2914764694824,-65.3391440335226
2CXO J104358.4-593308,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.036±0.086,0.126±0.307,0.0±0.0,0.233±0.333,0.091±0.168,0.514±0.328,160.99350933303026,-59.55236532283742
2CXO J132532.0-430231,XB,HMXB,7,0.101±0.149,0.238±0.214,0.017±0.018,0.036±0.062,0.258±0.324,0.108±0.117,0.091±0.122,0.099±0.242,0.033±0.06,0.018±0.041,201.3834438278948,-43.04200088290549
2CXO J174804.6-244709,XB,LMXB,7,0.0±0.0,0.329±0.237,0.026±0.062,0.002±0.002,0.09±0.093,0.442±0.243,0.0±0.0,0.103±0.242,0.0±0.0,0.008±0.018,267.01957741281035,-24.78591529328245
2CXO J104356.1-593250,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.126±0.307,0.0±0.0,0.207±0.311,0.0±0.0,0.666±0.373,160.9839736088296,-59.5474934029377
2CXO J132532.5-430019,XB,HMXB,7,0.182±0.241,0.147±0.12,0.039±0.072,0.0±0.0,0.256±0.203,0.208±0.29,0.046±0.036,0.116±0.28,0.002±0.005,0.003±0.005,201.38581500996656,-43.00546497362547
2CXO J132558.7-430430,Seyfert,Seyfert_1,7,0.11±0.078,0.173±0.126,0.431±0.26,0.046±0.093,0.089±0.188,0.007±0.016,0.002±0.002,0.13±0.317,0.0±0.0,0.013±0.033,201.4946722705206,-43.07517460311209
2CXO J132532.1-430039,XB,HMXB,7,0.033±0.03,0.148±0.128,0.141±0.129,0.121±0.232,0.257±0.17,0.231±0.32,0.056±0.052,0.007±0.007,0.0±0.0,0.005±0.011,201.38416629869263,-43.01084855945886
2CXO J031946.1+413736,AGN,AGN,7,0.41±0.305,0.428±0.28,0.05±0.041,0.012±0.017,0.039±0.043,0.018±0.041,0.043±0.085,0.0±0.001,0.0±0.0,0.0±0.0,49.94243291001845,41.62693548795328
2CXO J104357.7-593313,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.036±0.086,0.126±0.307,0.0±0.0,0.134±0.135,0.172±0.23,0.532±0.302,160.99071250518864,-59.55366945808332
2CXO J132530.1-430047,XB,HMXB,7,0.001±0.003,0.003±0.005,0.002±0.004,0.0±0.0,0.511±0.391,0.316±0.356,0.0±0.0,0.098±0.174,0.003±0.007,0.066±0.119,201.37559604649323,-43.01327186914505
2CXO J053522.4-052509,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.006,0.0±0.0,0.325±0.258,0.244±0.322,0.429±0.273,83.84336632418683,-5.4192677280436765
2CXO J132528.5-430059,YSO,YSO,7,0.0±0.0,0.018±0.035,0.0±0.0,0.0±0.001,0.342±0.292,0.028±0.048,0.001±0.001,0.373±0.322,0.057±0.115,0.181±0.302,201.36904198160727,-43.016655036874326
2CXO J132601.3-430528,XB,HMXB,7,0.001±0.001,0.011±0.016,0.099±0.17,0.078±0.168,0.404±0.365,0.199±0.318,0.171±0.263,0.014±0.03,0.0±0.0,0.023±0.052,201.5054750779008,-43.09123074471376
2CXO J104355.3-593316,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.036±0.086,0.126±0.307,0.0±0.0,0.101±0.116,0.097±0.165,0.64±0.272,160.98072359500952,-59.5545485406514
2CXO J104357.6-593314,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.037±0.085,0.126±0.307,0.0±0.0,0.156±0.168,0.119±0.167,0.563±0.269,160.9902563981858,-59.55415525219282
2CXO J013301.9+303158,AGN,AGN,7,0.092±0.16,0.383±0.395,0.073±0.177,0.031±0.056,0.328±0.398,0.042±0.095,0.05±0.092,0.0±0.0,0.0±0.0,0.0±0.0,23.25800435643373,30.532861542203825
2CXO J151346.5-590047,YSO,YSO,7,0.0±0.0,0.143±0.35,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.857±0.35,0.0±0.0,0.0±0.0,228.443792452032,-59.013234793460754
2CXO J132952.8+471140,XB,HMXB,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.831±0.344,0.0±0.0,0.0±0.0,0.167±0.339,0.0±0.0,0.002±0.004,202.4703475436214,47.19451546340553
2CXO J132957.6+471206,YSO,Orion_V*,7,0.0±0.0,0.003±0.006,0.0±0.0,0.01±0.025,0.046±0.08,0.008±0.018,0.021±0.052,0.275±0.196,0.194±0.218,0.443±0.231,202.4901033256981,47.20177600192264
2CXO J053517.2-052316,XB,HMXB,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.576±0.489,0.0±0.0,0.0±0.0,0.291±0.438,0.0±0.001,0.132±0.324,83.82188828037931,-5.387886294935312
2CXO J174157.2-205412,YSO,Orion_V*,7,0.103±0.227,0.094±0.148,0.06±0.092,0.0±0.0,0.002±0.004,0.002±0.002,0.0±0.0,0.045±0.059,0.035±0.083,0.66±0.415,265.4886963616825,-20.903519351522423
2CXO J121511.4-652352,XB,HMXB,7,0.0±0.0,0.001±0.002,0.002±0.005,0.003±0.006,0.663±0.421,0.033±0.064,0.003±0.007,0.144±0.322,0.143±0.346,0.007±0.017,183.79752135932483,-65.39782033103036
2CXO J063255.8+174644,XB,HMXB,7,0.042±0.102,0.006±0.01,0.025±0.059,0.139±0.342,0.467±0.351,0.183±0.266,0.0±0.0,0.122±0.11,0.003±0.007,0.012±0.023,98.2326700687612,17.779004087393748
2CXO J064113.0+092731,YSO,TTau*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.101±0.142,0.59±0.34,0.309±0.338,100.30436447749504,9.45884719458132
2CXO J053515.3-052333,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.021±0.051,0.002±0.003,0.0±0.0,0.364±0.306,0.058±0.103,0.555±0.33,83.81406133883831,-5.392555456043488
2CXO J133700.9-295202,YSO,Orion_V*,7,0.037±0.09,0.0±0.001,0.067±0.164,0.146±0.338,0.218±0.326,0.0±0.0,0.0±0.0,0.207±0.284,0.085±0.201,0.239±0.351,204.2539224733746,-29.86748052119728
2CXO J020819.6+105743,XB,HMXB,7,0.061±0.14,0.107±0.105,0.024±0.055,0.035±0.069,0.336±0.218,0.193±0.162,0.057±0.046,0.039±0.088,0.004±0.009,0.145±0.349,32.08205447237651,10.961972034256531
2CXO J095550.3+694036,YSO,Orion_V*,7,0.05±0.123,0.137±0.219,0.001±0.001,0.0±0.0,0.003±0.006,0.364±0.439,0.0±0.0,0.062±0.11,0.0±0.0,0.383±0.414,148.95975948352134,69.6767979947442
2CXO J095538.0+694029,XB,HMXB,7,0.008±0.019,0.066±0.096,0.028±0.039,0.104±0.195,0.533±0.253,0.165±0.208,0.095±0.083,0.0±0.0,0.0±0.0,0.0±0.0,148.9086242047729,69.67483536309021
2CXO J123049.1+122604,AGN,AGN,7,0.204±0.231,0.267±0.324,0.075±0.107,0.0±0.0,0.026±0.046,0.053±0.09,0.0±0.001,0.103±0.11,0.134±0.218,0.136±0.198,187.7048559951513,12.434560258787966
2CXO J173052.8-213813,XB,HMXB,7,0.0±0.0,0.0±0.0,0.0±0.001,0.003±0.007,0.779±0.332,0.01±0.015,0.004±0.01,0.195±0.32,0.0±0.0,0.008±0.013,262.72002086041664,-21.63719291163241
2CXO J173034.9-213344,XB,HMXB,7,0.0±0.0,0.005±0.006,0.0±0.0,0.095±0.227,0.703±0.354,0.032±0.052,0.001±0.003,0.16±0.34,0.001±0.001,0.004±0.006,262.64557798920623,-21.562269761923297
2CXO J053504.3-052313,YSO,Orion_V*,7,0.023±0.051,0.026±0.064,0.014±0.033,0.0±0.0,0.076±0.166,0.065±0.159,0.0±0.0,0.183±0.28,0.197±0.23,0.415±0.353,83.76811185809697,-5.387073462610157
2CXO J053502.1-052909,YSO,Orion_V*,7,0.0±0.0,0.0±0.001,0.0±0.0,0.001±0.002,0.017±0.038,0.002±0.005,0.001±0.001,0.334±0.204,0.081±0.093,0.563±0.233,83.75903520759118,-5.486061461212203
2CXO J112332.9-591809,XB,HMXB,7,0.0±0.0,0.019±0.045,0.005±0.011,0.001±0.001,0.787±0.312,0.058±0.07,0.0±0.0,0.017±0.036,0.0±0.0,0.113±0.253,170.88730150190952,-59.30250814653371
2CXO J132507.3-430407,YSO,TTau*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.137±0.23,0.139±0.241,0.0±0.0,0.226±0.284,0.254±0.357,0.244±0.332,201.28049033291416,-43.06876716346111
2CXO J132456.7-430813,XB,HMXB,7,0.008±0.017,0.094±0.112,0.003±0.004,0.208±0.311,0.222±0.217,0.14±0.112,0.178±0.327,0.0±0.0,0.146±0.348,0.001±0.001,201.23646767339005,-43.137093272068704
2CXO J053521.8-052355,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.003,0.0±0.0,0.0±0.0,0.238±0.17,0.065±0.048,0.695±0.179,83.8411712370654,-5.398702910436645
2CXO J053518.9-052218,YSO,YSO,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.004,0.124±0.303,0.0±0.0,0.631±0.405,0.001±0.003,0.242±0.341,83.82895476881731,-5.371814671984031
2CXO J151349.2-590134,YSO,YSO,7,0.0±0.0,0.143±0.35,0.0±0.0,0.0±0.0,0.0±0.0,0.143±0.35,0.0±0.0,0.714±0.452,0.0±0.0,0.0±0.0,228.4552182040569,-59.026293653002
2CXO J151349.6-590136,YSO,YSO,7,0.0±0.0,0.143±0.35,0.0±0.0,0.0±0.0,0.0±0.0,0.143±0.35,0.0±0.0,0.714±0.452,0.0±0.0,0.0±0.0,228.4567675606136,-59.02682107442876
2CXO J061723.7-574354,YSO,Orion_V*,7,0.071±0.166,0.019±0.025,0.197±0.336,0.0±0.0,0.001±0.002,0.0±0.0,0.0±0.0,0.169±0.241,0.0±0.001,0.542±0.404,94.34892759605646,-57.731933675293405
2CXO J053518.8-052141,YSO,Orion_V*,7,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.006±0.014,0.0±0.0,0.186±0.246,0.092±0.092,0.717±0.241,83.82854163868541,-5.361391881454564
2CXO J151349.2-590131,YSO,YSO,7,0.0±0.0,0.143±0.35,0.0±0.0,0.0±0.0,0.0±0.0,0.143±0.35,0.0±0.0,0.714±0.452,0.0±0.0,0.0±0.0,228.45523204290205,-59.02540409875667
2CXO J132512.0-430010,XB,HMXB,7,0.0±0.0,0.035±0.077,0.005±0.012,0.0±0.0,0.903±0.09,0.045±0.058,0.011±0.027,0.0±0.0,0.0±0.0,0.0±0.001,201.30001579520888,-43.00290869356208
2CXO J031948.0+413101,AGN,AGN,6,0.169±0.367,0.329±0.44,0.22±0.343,0.249±0.366,0.019±0.029,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.013±0.028,49.9503426928477,41.51719144099752
2CXO J104355.7-593241,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.98249599506948,-59.544766055806335
2CXO J173032.6-211936,XB,HMXB,6,0.0±0.0,0.0±0.0,0.018±0.04,0.142±0.317,0.335±0.404,0.172±0.214,0.0±0.0,0.071±0.075,0.083±0.156,0.179±0.165,262.63618454907464,-21.32675124095264
2CXO J104358.8-593307,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.9952341842136,-59.55196456031187
2CXO J203324.9+410836,XB,HMXB,6,0.0±0.0,0.192±0.192,0.201±0.163,0.003±0.003,0.45±0.268,0.084±0.079,0.0±0.0,0.04±0.088,0.0±0.0,0.03±0.059,308.35397954508426,41.14351297086765
2CXO J104356.8-593311,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.98694528226702,-59.5531962308141
2CXO J203310.7+411502,YSO,YSO,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.0±0.0,0.0±0.0,0.999±0.002,0.0±0.0,0.0±0.0,308.29458528480563,41.25059503774022
2CXO J173049.5-213434,XB,HMXB,6,0.003±0.007,0.019±0.028,0.018±0.039,0.0±0.0,0.93±0.123,0.031±0.066,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,262.70642293517494,-21.576155782571693
2CXO J141312.1-652013,YSO,YSO,6,0.0±0.0,0.0±0.0,0.167±0.372,0.0±0.0,0.328±0.453,0.016±0.033,0.0±0.0,0.38±0.37,0.014±0.022,0.096±0.102,213.3005789909738,-65.33720695922072
2CXO J203309.4+411320,XB,LMXB,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.037±0.083,0.499±0.499,0.0±0.0,0.22±0.366,0.0±0.0,0.245±0.378,308.2892452538222,41.222395408642775
2CXO J203314.1+412022,XB,LMXB,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.833±0.373,0.0±0.0,0.041±0.092,0.0±0.0,0.126±0.281,308.30875771158776,41.339454949287976
2CXO J112425.3-592319,YSO,YSO,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.321±0.444,0.008±0.015,0.0±0.0,0.448±0.435,0.059±0.108,0.165±0.345,171.10552503984923,-59.3887062190395
2CXO J104356.0-593256,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.9835409336157,-59.54897119148605
2CXO J004216.5+405552,XB,HMXB,6,0.151±0.234,0.185±0.173,0.021±0.035,0.001±0.002,0.406±0.298,0.048±0.04,0.014±0.023,0.025±0.035,0.081±0.114,0.068±0.107,10.568980538188384,40.93126145681008
2CXO J203323.4+410912,YSO,YSO,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.043±0.096,0.007±0.017,0.0±0.0,0.673±0.358,0.0±0.0,0.277±0.364,308.34780174395087,41.15351318892307
2CXO J013410.5+303946,Seyfert,Seyfert_1,6,0.193±0.112,0.298±0.218,0.32±0.225,0.003±0.005,0.062±0.076,0.081±0.106,0.041±0.058,0.0±0.0,0.0±0.0,0.0±0.0,23.54383972713265,30.66289698181935
2CXO J104356.0-593254,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.98342593636562,-59.548575446228845
2CXO J174535.6-290133,XB,LMXB,6,0.0±0.0,0.155±0.333,0.166±0.371,0.183±0.365,0.0±0.0,0.329±0.464,0.0±0.0,0.166±0.371,0.0±0.0,0.001±0.002,266.3985138871774,-29.026100307900407
2CXO J151341.4-590044,YSO,YSO,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.065±0.145,0.0±0.0,0.935±0.145,0.0±0.0,0.0±0.0,228.4226673082597,-59.012362580392
2CXO J095500.0+690745,XB,HMXB,6,0.057±0.117,0.231±0.336,0.121±0.162,0.009±0.021,0.39±0.274,0.04±0.057,0.026±0.041,0.075±0.167,0.027±0.058,0.025±0.055,148.75023196668957,69.12916968374964
2CXO J104356.9-593306,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.98723790808515,-59.55173377463131
2CXO J104355.3-593257,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.9806085614731,-59.549413119175554
2CXO J104357.7-593310,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.99056420652573,-59.55286813829566
2CXO J062124.9-621921,AGN,QSO,6,0.474±0.382,0.103±0.08,0.234±0.355,0.002±0.002,0.149±0.294,0.007±0.009,0.032±0.05,0.0±0.0,0.0±0.0,0.0±0.0,95.35395078880804,-62.322767926487145
2CXO J104357.6-593313,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.9902924765438,-59.55377198733426
2CXO J104357.6-593301,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.99034397382525,-59.5504851784554
2CXO J104357.2-593303,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.041±0.091,0.147±0.327,0.0±0.0,0.106±0.124,0.106±0.177,0.6±0.273,160.988416806362,-59.55095283368792
2CXO J104355.3-593252,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.9806473770093,-59.54801245471225
2CXO J133658.6-295246,YSO,YSO,6,0.0±0.001,0.013±0.023,0.0±0.0,0.047±0.104,0.179±0.333,0.004±0.008,0.004±0.007,0.367±0.334,0.102±0.219,0.284±0.32,204.2443355441989,-29.87959286613069
2CXO J104355.3-593248,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.980612855167,-59.54692384558075
2CXO J104354.9-593253,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.97901929048362,-59.54832598910421
2CXO J104355.6-593256,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.98173682765105,-59.54900822740973
2CXO J010343.8-215358,AGN,QSO,6,0.447±0.303,0.238±0.278,0.124±0.151,0.001±0.001,0.0±0.001,0.167±0.373,0.001±0.002,0.001±0.002,0.02±0.037,0.0±0.001,15.932598104726765,-21.899577791024424
2CXO J061642.7-575502,XB,HMXB,6,0.0±0.0,0.203±0.288,0.011±0.024,0.218±0.319,0.556±0.451,0.0±0.0,0.011±0.025,0.0±0.0,0.0±0.0,0.0±0.0,94.17819618337808,-57.91730734448701
2CXO J010303.8-215653,Seyfert,Seyfert_1,6,0.165±0.147,0.046±0.067,0.607±0.279,0.157±0.247,0.007±0.013,0.001±0.003,0.018±0.04,0.0±0.0,0.0±0.0,0.0±0.0,15.765891652922846,-21.948144531361827
2CXO J100513.7-074300,XB,HMXB,6,0.072±0.076,0.135±0.127,0.044±0.047,0.095±0.109,0.266±0.142,0.234±0.134,0.147±0.121,0.0±0.0,0.003±0.007,0.003±0.006,151.30743699955224,-7.716891925251748
2CXO J120153.5-185310,XB,HMXB,6,0.237±0.304,0.052±0.055,0.044±0.061,0.025±0.054,0.467±0.423,0.0±0.0,0.003±0.004,0.161±0.356,0.007±0.012,0.003±0.006,180.4729668784105,-18.886159465483622
2CXO J120146.4-185642,Seyfert,Seyfert_1,6,0.281±0.253,0.209±0.165,0.39±0.327,0.014±0.02,0.074±0.078,0.016±0.021,0.015±0.032,0.0±0.0,0.0±0.0,0.0±0.0,180.44372288570372,-18.945127993385466
2CXO J151341.1-590045,YSO,YSO,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.065±0.145,0.0±0.0,0.935±0.145,0.0±0.0,0.0±0.0,228.4214485444868,-59.012633099879125
2CXO J104354.6-593309,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.004±0.005,0.089±0.198,0.0±0.0,0.324±0.297,0.007±0.016,0.577±0.377,160.9776245777573,-59.55261406423564
2CXO J132908.9+471920,XB,HMXB,6,0.009±0.011,0.172±0.159,0.01±0.015,0.099±0.196,0.34±0.189,0.104±0.075,0.097±0.096,0.003±0.003,0.164±0.338,0.001±0.001,202.28736433049585,47.32242108731271
2CXO J173059.6-212049,XB,HMXB,6,0.0±0.0,0.0±0.001,0.0±0.0,0.0±0.0,0.936±0.035,0.037±0.022,0.0±0.001,0.023±0.029,0.0±0.0,0.004±0.004,262.7484588841952,-21.347059947957742
2CXO J203151.3+412323,YSO,TTau*,6,0.001±0.002,0.0±0.0,0.002±0.003,0.0±0.0,0.002±0.004,0.007±0.01,0.0±0.0,0.266±0.367,0.578±0.409,0.144±0.193,307.963879219302,41.38983921327145
2CXO J104355.0-593303,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.002,0.147±0.327,0.0±0.0,0.241±0.323,0.0±0.0,0.611±0.375,160.97958025430762,-59.55104351693755
2CXO J195952.3+404301,XB,HMXB,6,0.0±0.0,0.027±0.04,0.0±0.001,0.013±0.023,0.457±0.332,0.215±0.243,0.086±0.122,0.136±0.199,0.04±0.056,0.025±0.056,299.9680646885106,40.717211540394594
2CXO J132528.2-430056,XB,HMXB,6,0.001±0.002,0.022±0.046,0.003±0.003,0.005±0.011,0.661±0.382,0.138±0.239,0.0±0.001,0.088±0.187,0.051±0.115,0.031±0.069,201.3676312512382,-43.01566925570347
2CXO J053513.5-052330,YSO,TTau*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.048±0.107,0.178±0.277,0.0±0.0,0.263±0.258,0.328±0.442,0.183±0.209,83.80635407323541,-5.391863894294076
2CXO J002457.0-720651,AGN,AGN,6,0.29±0.175,0.292±0.14,0.117±0.126,0.102±0.199,0.06±0.059,0.09±0.139,0.022±0.031,0.0±0.0,0.028±0.062,0.0±0.0,6.237721127286022,-72.11436430283084
2CXO J175154.7-292805,XB,HMXB,6,0.0±0.0,0.044±0.062,0.001±0.001,0.001±0.002,0.469±0.297,0.455±0.305,0.0±0.0,0.019±0.042,0.0±0.0,0.011±0.014,267.97796817419726,-29.468295600720808
2CXO J053515.1-052254,YSO,Orion_V*,6,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.001,0.069±0.155,0.0±0.0,0.406±0.239,0.002±0.001,0.522±0.236,83.81327880588407,-5.3817121933130965
